Date,Code,CompanyName,CompanyNameEnglish,Sector17Code,Sector17CodeName,Sector33Code,Sector33CodeName,ScaleCategory,MarketCode,MarketCodeName
2023-05-10,3086,Ｊ．フロント　リテイリング,"J.FRONT RETAILING Co.,Ltd.",14,小売,6100,小売業,TOPIX Mid400,111,プライム
2023-05-10,3099,三越伊勢丹ホールディングス,Isetan Mitsukoshi Holdings Ltd.,14,小売,6100,小売業,TOPIX Mid400,111,プライム
2023-05-10,3289,東急不動産ホールディングス,Tokyu Fudosan Holdings Corporation,17,不動産,8050,不動産業,TOPIX Mid400,111,プライム
2023-05-10,3382,セブン＆アイ・ホールディングス,"Seven & i Holdings Co.,Ltd.",14,小売,6100,小売業,TOPIX Core30,111,プライム
2023-05-10,3401,帝人,TEIJIN LIMITED,4,素材・化学,3100,繊維製品,TOPIX Mid400,111,プライム
2023-05-10,3402,東レ,"TORAY INDUSTRIES,INC.",4,素材・化学,3100,繊維製品,TOPIX Large70,111,プライム
2023-05-10,3405,クラレ,"KURARAY CO.,LTD.",4,素材・化学,3200,化学,TOPIX Mid400,111,プライム
2023-05-10,3407,旭化成,ASAHI KASEI CORPORATION,4,素材・化学,3200,化学,TOPIX Large70,111,プライム
2023-05-10,3436,ＳＵＭＣＯ,SUMCO CORPORATION,3,建設・資材,3550,金属製品,TOPIX Mid400,111,プライム
2023-05-10,3659,ネクソン,"NEXON Co.,Ltd.",10,情報通信・サービスその他,5250,情報･通信業,TOPIX Mid400,111,プライム
2023-05-10,3861,王子ホールディングス,Oji Holdings Corporation,4,素材・化学,3150,パルプ・紙,TOPIX Mid400,111,プライム
2023-05-10,3863,日本製紙,"Nippon Paper Industries Co.,Ltd.",4,素材・化学,3150,パルプ・紙,TOPIX Small 1,111,プライム
2023-05-10,4004,レゾナック・ホールディングス,Resonac Holdings Corporation,4,素材・化学,3200,化学,TOPIX Mid400,111,プライム
2023-05-10,4005,住友化学,"SUMITOMO CHEMICAL COMPANY,LIMITED",4,素材・化学,3200,化学,TOPIX Mid400,111,プライム
2023-05-10,4021,日産化学,Nissan Chemical Corporation,4,素材・化学,3200,化学,TOPIX Mid400,111,プライム
2023-05-10,4041,日本曹達,"Nippon Soda Co.,Ltd.",4,素材・化学,3200,化学,TOPIX Small 1,111,プライム
2023-05-10,4042,東ソー,TOSOH CORPORATION,4,素材・化学,3200,化学,TOPIX Mid400,111,プライム
2023-05-10,4043,トクヤマ,Tokuyama Corporation,4,素材・化学,3200,化学,TOPIX Mid400,111,プライム
2023-05-10,4061,デンカ,Denka Company Limited,4,素材・化学,3200,化学,TOPIX Mid400,111,プライム
2023-05-10,4063,信越化学工業,"Shin-Etsu Chemical Co.,Ltd.",4,素材・化学,3200,化学,TOPIX Core30,111,プライム
2023-05-10,4151,協和キリン,"Kyowa Kirin Co.,Ltd.",5,医薬品,3250,医薬品,TOPIX Mid400,111,プライム
2023-05-10,4183,三井化学,"Mitsui Chemicals,Inc.",4,素材・化学,3200,化学,TOPIX Mid400,111,プライム
2023-05-10,4188,三菱ケミカルグループ,Mitsubishi Chemical Group Corporation,4,素材・化学,3200,化学,TOPIX Large70,111,プライム
2023-05-10,4208,ＵＢＥ,UBE Corporation,4,素材・化学,3200,化学,TOPIX Mid400,111,プライム
2023-05-10,4324,電通グループ,DENTSU GROUP INC.,10,情報通信・サービスその他,9050,サービス業,TOPIX Mid400,111,プライム
2023-05-10,4452,花王,Kao Corporation,4,素材・化学,3200,化学,TOPIX Large70,111,プライム
2023-05-10,4502,武田薬品工業,Takeda Pharmaceutical Company Limited,5,医薬品,3250,医薬品,TOPIX Core30,111,プライム
2023-05-10,4503,アステラス製薬,Astellas Pharma Inc.,5,医薬品,3250,医薬品,TOPIX Core30,111,プライム
2023-05-10,4506,住友ファーマ,"Sumitomo Pharma Co.,Ltd.",5,医薬品,3250,医薬品,TOPIX Mid400,111,プライム
2023-05-10,4507,塩野義製薬,"Shionogi & Co.,Ltd.",5,医薬品,3250,医薬品,TOPIX Large70,111,プライム
2023-05-10,4519,中外製薬,"CHUGAI PHARMACEUTICAL CO.,LTD.",5,医薬品,3250,医薬品,TOPIX Large70,111,プライム
